ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
132;MURAL;1;CERAMICA Y MAMPOSTERIA;LOS INMIGRANTES;D AMICO Y ALVAREZ;AV RIESTRA Y CAÑADA DE GOMEZ;AV RIESTRA Y CAÑADA DE GOMEZ;RIESTRA AV. Y CAÑADA DE GOMEZ;RIESTRA AV.;;VILLA LUGANO;COMUNA 8;;;-34.68147931359173;-58.4800365641985
133;MASTIL;1;MAMPOSTERIA E HIERRO;HOMENAJE A LA BANDERA;D.A.O.M.;AVDAS RIESTRA Y CRUZ;AVDAS RIESTRA Y CRUZ;RIESTRA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;RIESTRA AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.644801353926155;-58.42552441174289
134;MASTIL;1;MAMPOSTERIA E HIERRO;HOMENAJE A LA BANDERA;D.A.O.M.;PARQUE SANTOJANNI;PARQUE SANTOJANNI;DE LA TORRE, LISANDRO Y PATRON;DE LA TORRE, LISANDRO;;LINIERS;COMUNA 9;;;-34.64954742883088;-58.51709679716566
135;MONUMENTO;1;PIEDRA TOBA;HJE. A ARMENIA;BAGHUMYAN, GRIBOR;PLAZA ARMENIA;PLAZA ARMENIA;MALABIA Y COSTA RICA;MALABIA;;PALERMO;COMUNA 14;;;-34.58946607638585;-58.42508060293869
137;GRUPO ESCULTORICO;1;MARMOL;EL HOMBRE Y SUS PASIONES;SANTIANO, CESAR;PLAZA BALCARCE;PLAZA BALCARCE;JARAMILLO 2321;JARAMILLO;2321;NUÑEZ;COMUNA 13;1429;C1429CRI;-34.54762631414375;-58.46799771317028
138;TEMPLETE;1;MAMPOSTERIA Y MAYOLICA;HJE.A LA VIRGEN DE FATIMA;;PLAZA BALCARCE;PLAZA BALCARCE;JARAMILLO 2321;JARAMILLO;2321;NUÑEZ;COMUNA 13;1429;C1429CRI;-34.54762631414375;-58.46799771317028
139;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A MERCEDES SAN MARTINN BALCARCE;;PLAZA BALCARCE;PLAZA BALCARCE;JARAMILLO 2321;JARAMILLO;2321;NUÑEZ;COMUNA 13;1429;C1429CRI;-34.54762631414375;-58.46799771317028
140;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;D.A.O.M.;PZTA EMILIO TRONCOSO;PZTA EMILIO TRONCOSO;HERMITTE, ENRIQUE, ING. 5402;HERMITTE, ENRIQUE, ING.;5402;VILLA LUGANO;COMUNA 8;1439;C1439BIB;-34.665626248825745;-58.48367743826464
141;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. PERITO MORENO;D.A.O.M.;AVDAS PERITO MORENO Y CRUZ;AVDAS PERITO MORENO Y CRUZ;MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;MORENO, PERITO AV.;;FLORES;COMUNA 7;;;-34.65033464052118;-58.43098548476837
142;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. PERITO MORENO;D.A.O.M.;AVDAS PERITO MORENO Y CRUZ;AVDAS PERITO MORENO Y CRUZ;MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;MORENO, PERITO AV.;;FLORES;COMUNA 7;;;-34.65033464052118;-58.43098548476837
143;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HOMENAJE AL RESERO;D.A.O.M.;PZTA EL RESERO;PZTA EL RESERO;DE LOS CORRALES AV. 6536;DE LOS CORRALES AV.;6536;MATADEROS;COMUNA 9;1440;C1440BBO;-34.66293656559216;-58.50040368045377
144;BUSTO;1;BRONCE;BARON PIERRE DE COUBERTIN;LAVARELLO, ANA;PLAZA BARON PIERRE DE COUBERTIN;PLAZA BARON PIERRE DE COUBERTIN;DEL LIBERTADOR AV. 550;DEL LIBERTADOR AV.;550;RETIRO;COMUNA 1;1001;C1001ABS;-34.588990727914016;-58.38143309229047
147;BUSTO Y BASE;1;BRONCE Y GRANITO;BARON PIERRE DE COUBERTIN;;PLAZA BARON PIERRE DE COUBERTIN;PLAZA BARON PIERRE DE COUBERTIN;DEL LIBERTADOR AV. 550;DEL LIBERTADOR AV.;550;RETIRO;COMUNA 1;1001;C1001ABS;-34.588990727914016;-58.38143309229047
149;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 1250;D.G.O.M.;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
151;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 18;D.O.M.;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
152;MASTIL;1;BRONCE Y GRANITO;HOMENAJE A LA BANDERA;DRESCO, ARTURO;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
153;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.A.O.M.;PZTA ELIAS ALIPPI;PZTA ELIAS ALIPPI;GUARDIA VIEJA 4601;GUARDIA VIEJA;4601;ALMAGRO;COMUNA 5;1192;C1192ABA;-34.599762126906825;-58.42984441710509
154;BALAUSTRADA;1;MAMPOSTERIA;MOTIVO DECORATIVO;E.A.I.M.;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
157;BUSTO;1;MARMOL;GENERAL MANUEL BELGRANO;FONTAN, LUCIO;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
161;MASTIL;1;MAMPOSTERIA E HIERRO;HJE. A LA BANDERA;D.A.O.M.;LA RIOJA Y AGRELO;LA RIOJA Y AGRELO;LA RIOJA Y AGRELO;LA RIOJA;;BALVANERA;COMUNA 3;;;-34.61746223371107;-58.40812660686313
170;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;D.A.O.M.;AV LA PAMPA Y MIÑONES;AV LA PAMPA Y MI?ONES;LA PAMPA Y MIÑONES;LA PAMPA;;BELGRANO;COMUNA 13;;;-34.55824947732803;-58.44306728707743
172;MASTIL;1;HIERRO;HOMENAJE A LA BANDERA;D.A.O.M.;PZTA RIEGO Y NUÑEZ;PZTA RIEGO Y NU?EZ;ARCOS 1249;ARCOS;1249;PALERMO;COMUNA 14;1426;C1426BGC;-34.567506678070565;-58.446559387460574
182;QUIOSCO PARA BANDA;1;HIERRO Y MAMPOSTERIA;MOTIVO DECORATIVO;;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA 1781;LA PAMPA;1781;BELGRANO;COMUNA 13;1428;C1428EAC;-34.56149529396193;-58.448548497725355
189;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A LA REPUBLICA DE VENEZUELA;D.A.O.M.;PARQUE RIVADAVIA;PARQUE RIVADAVIA;RIVADAVIA AV. 4800;RIVADAVIA AV.;4800;CABALLITO;COMUNA 6;1424;C1424CEP;-34.61672965517955;-58.432717209488374
190;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ACTO INAUGURAL;D.A.O.M.;PARQUE BALNEARIO SUR;PARQUE BALNEARIO SUR;PAZ, GRAL. AV. 16802;PAZ, GRAL. AV.;16802;;COMUNA 8;1439;C1439HNO;-34.69801445074425;-58.46981073107586
191;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA N° 22;D.A.O.M.;PARQUE BALNEARIO SUR;PARQUE BALNEARIO SUR;PAZ, GRAL. AV. 16802;PAZ, GRAL. AV.;16802;;COMUNA 8;1439;C1439HNO;-34.69801445074425;-58.46981073107586
192;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;AMPLIACION DE LA CALLE;D.A.O.M.;PZTA REGIMIENTO 1 DE PATRICIOS;PZTA REGIMIENTO 1 DE PATRICIOS;SANTA FE AV. 4815;SANTA FE AV.;4815;PALERMO;COMUNA 14;1425;C1425BHK;-34.57722853104102;-58.42860423783285
199;JARRON;1;CEMENTO PATINADO;MOTIVO DECORATIVO;M.O.A.;PLAZA BENITO NAZAR;PLAZA BENITO NAZAR;OLAYA 1302;OLAYA;1302;VILLA CRESPO;COMUNA 15;1414;C1414CCF;-34.60488807262866;-58.44466915563134
202;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A LUIS PENA;D.G.O.M.;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
205;RELOJ SOLAR;1;MARMOL;MOTIVO DECORATIVO;YABASHI, TOKUTARO;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
206;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;D.A.O.M.;PZTA REINO DE TAILANDIA;PZTA REINO DE TAILANDIA;AGOTE, LUIS DR. 2201;AGOTE, LUIS DR.;2201;RECOLETA;COMUNA 2;1425;C1425EOA;-34.58715650860933;-58.3974468964666
207;MONOLITO;1;MAMPOSTERIA;HJE.AL PRIMER CAMPO DE DEPORTES;;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
209;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A BENJAMIN GOULD;;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
210;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A NICOLAS COPERNICO;;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
211;RELIEVE;1;MARMOL;GALILEO GALILEI;;AV BELISARIO ROLDAN 4511;AV BELISARIO ROLDAN 4511;SARMIENTO AV. 4040;SARMIENTO AV.;4040;;COMUNA 14;1425;C1425FHO;-34.571264460545855;-58.411933282539536
216;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL PERITO MORENO;D.A.O.M. Y M.O.A.;AVDAS PERITO MORENO Y CRUZ;AVDAS PERITO MORENO Y CRUZ;MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;MORENO, PERITO AV.;;FLORES;COMUNA 7;;;-34.65033464052118;-58.43098548476837
222;PLACA;1;BRONCE;HJES.A DRES. HOUSSAY, LEWIS, ETC.;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
226;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE OBRAS 226,227,228 Y 229;D.G.M;PZTA SAN FRANCISCO;PZTA SAN FRANCISCO;ALSINA, ADOLFO Y DEFENSA;ALSINA, ADOLFO;;;COMUNA 1;;;-34.61014133596724;-58.3720606431853
230;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 36;D.G.M;PZTA DR CARLOS ALBERTO ERRO;PZTA DR CARLOS ALBERTO ERRO;MADERO, EDUARDO AV. Y SARMIENTO;MADERO, EDUARDO AV.;;;COMUNA 1;;;-34.60405132978623;-58.36805534900855
232;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M;PZTA NIGERIA;PZTA NIGERIA;JUSTO, JUAN B. AV. 4736;JUSTO, JUAN B. AV.;4736;VILLA GRAL. MITRE;COMUNA 11;1416;C1416DKO;-34.610131530426514;-58.46563585268491
234;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M;PZTA ANDRES CHAZARRETA;PZTA ANDRES CHAZARRETA;MOSCU 5166;MOSCU;5166;PARQUE CHAS;COMUNA 15;1427;C1427DKD;-34.58708381190549;-58.480838203761145
237;BUSTO Y BASE;1;BRONCE Y MAMPOSTERIA;PIO COLLIVADINO;LEONE, JUAN BAUTISTA;PLAZA CAMPAÑA DEL CHACO;PLAZA CAMPA?A DEL CHACO;CALABRIA AV. Y RAWSON DE DELLEPIANE, ELVIRA AV.;CALABRIA AV.;;PUERTO MADERO;COMUNA 1;;;-34.61924936713924;-58.357711582545946
238;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CAP. D. FIDEL SARMIENTO;D.G.O.P.;PLAZA CAP D FIDEL SARMIENTO;PLAZA CAP D FIDEL SARMIENTO;GANDARA Y BERLIN;GANDARA;;PARQUE CHAS;COMUNA 15;;;-34.58295730708665;-58.48027957284024
239;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CAP. D. FIDEL SARMIENTO;D.G.O.P.;PLAZA CAP D FIDEL SARMIENTO;PLAZA CAP D FIDEL SARMIENTO;GANDARA Y BERLIN;GANDARA;;PARQUE CHAS;COMUNA 15;;;-34.58295730708665;-58.48027957284024
241;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M / M.O.A;PZTA JAMAICA;PZTA JAMAICA;BURELA 1232;BURELA;1232;PARQUE CHAS;COMUNA 15;1427;C1427BJB;-34.58922907635387;-58.482479248761344
242;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. SAN MARTINN;D.G.M / M.O.A;HOGAR DE ANCIANOS GRAL SAN MARTIN;HOGAR DE ANCIANOS GRAL SAN MARTIN;WARNES AV. 2650;WARNES AV.;2650;;COMUNA 15;1427;C1427DPS;-34.59712587061162;-58.476091894380374
247;PLACA;1;BRONCE;HJE.AL DR.BERNARDO DE MONTEAGUDO;D.G.M.;PZTA CORONEL PRINGLES;PZTA CORONEL PRINGLES;CASEROS AV. 2999;CASEROS AV.;2999;PARQUE PATRICIOS;COMUNA 4;1264;C1264AAJ;-34.6370159307149;-58.405514008551776
248;PLACA;1;BRONCE;HJE.MUNICIPAL A COLECTIVIDAD JAPONESA;D.G.M.;JARDIN JAPONES;JARDIN JAPONES;CASARES AV. 3401;CASARES AV.;3401;;COMUNA 14;1425;C1425EWA;-34.57726012877658;-58.409865348212804
249;RELOJ SOLAR;1;;MOTIVO DECORATIVO;NATIONAL PANASONIC;PLAZA CASTELLI;PLAZA CASTELLI;CONDE Y ECHEVERRIA;CONDE;;BELGRANO;COMUNA 13;;;-34.56818881424021;-58.464701308177354
253;MASTIL;1;MAMPOSTERIA E HIERRO;HJE. A LA BANDERA;E.A.I.M.;PLAZA CIUDAD DE BANFF;PLAZA CIUDAD DE BANFF;ROMA 760;ROMA;760;VERSALLES;COMUNA 10;1408;C1408BZF;-34.628355191818365;-58.52163954083591
257;GRUPO ESCULTORICO;1;GRANITO;PLENITUD DE LA VIDA;GARGIULO, ANTONIO;PLAZA CIUDAD DE BANFF;PLAZA CIUDAD DE BANFF;ROMA 760;ROMA;760;VERSALLES;COMUNA 10;1408;C1408BZF;-34.628355191818365;-58.52163954083591
259;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A ALFONSO REYES;D.G.M.;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
260;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A DOMINGO FAUSTINO SARMIENTO;D.G.M.;ROSEDAL;ROSEDAL;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
262;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A DOMINGO FAUSTINO SARMIENTO;D.G.M.;ROSEDAL;ROSEDAL;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
265;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. CIUDAD DE GUADIX;D.G.O.P.;PLAZA CIUDAD DE GUADIX;PLAZA CIUDAD DE GUADIX;ARGENTINA AV. 6802;ARGENTINA AV.;6802;VILLA LUGANO;COMUNA 8;1439;C1439HRV;-34.67363611818623;-58.497098796573965
267;PLACA;1;BRONCE;HJE.A RODOLFO PIOTTI;D.G.O.P.;PLAZA CIUDAD DE UDINE;PLAZA CIUDAD DE UDINE;CHIVILCOY Y MAGARIÑOS CERVANTES, A.;CHIVILCOY;;FLORESTA;COMUNA 10;;;-34.620890572278086;-58.49127932027616
268;CIAVEDAL;1;HIERRO FORJADO;MOTIVO DECORATIVO;;PLAZA CIUDAD DE UDINE;PLAZA CIUDAD DE UDINE;CHIVILCOY Y MAGARIÑOS CERVANTES, A.;CHIVILCOY;;FLORESTA;COMUNA 10;;;-34.620890572278086;-58.49127932027616
270;PLACA;1;BRONCE;HJE.SOCIEDAD FRIULANA A BS.AS.;;PLAZA CIUDAD DE UDINE;PLAZA CIUDAD DE UDINE;CHIVILCOY Y MAGARIÑOS CERVANTES, A.;CHIVILCOY;;FLORESTA;COMUNA 10;;;-34.620890572278086;-58.49127932027616
271;PLACA;1;BRONCE;NOMENCLATURA DE CIAVEDAL;;PLAZA CIUDAD DE UDINE;PLAZA CIUDAD DE UDINE;CHIVILCOY Y MAGARIÑOS CERVANTES, A.;CHIVILCOY;;FLORESTA;COMUNA 10;;;-34.620890572278086;-58.49127932027616
272;BUSTO Y BASE;1;BRONCE Y MAMPOSTERIA;ALMIRANTE GUILLERMO BROWN;PERLOTI, LUIS;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
273;RELIEVE;1;CERAMICA Y MAMPOSTERIA;AL PADRE DE FAMILIA;PERSICO, MARINO;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
274;GRUPO ESCULTORICO;1;BRONCE;LA MADRE;TENTI, PEDRO;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
275;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL ALMIRANTE BROWN;;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
276;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL ALMIRANTE BROWN;;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
277;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. SAN MARTINN;;PLAZA COLOMBIA;PLAZA COLOMBIA;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
279;ESTATUA;1;BRONCE;EL PEÑADOR;RODIN, AUGUSTO;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
280;FAROLA;1;BRONCE Y GRANITO;THOMAS A. EDISON;TROIANI, TROIANO;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
281;MONOLITO;1;GRANITO;HJE. A GUIDO SPANO-FERNANDEZ MORENO;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
282;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL AUTOMOVIL CLUB ARGENTINO;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
283;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL MILENIO DE POLONIA;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
284;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. 150° ANIVERSARIO DE LA INDEPEND;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
285;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 174;D.G.M. / M.O.A;PARQUE DE LOS PATRICIOS;PARQUE DE LOS PATRICIOS;CASEROS AV. Y MONTEAGUDO;CASEROS AV.;;PARQUE PATRICIOS;COMUNA 4;;;-34.63711738161982;-58.40561079435866
287;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. 150° ANIVERSARIO DE LA INDEPEND;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
289;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A DARWIN PASSAPONTI;D.G.M.A. Y P.;CANTERO CENTRAL DARWIN PASSAPONTI;CANTERO CENTRAL DARWIN PASSAPONTI;GARCIA DEL RIO AV. 2539;GARCIA DEL RIO AV.;2539;SAAVEDRA;COMUNA 12;1429;C1429DEB;-34.548637623879806;-58.47068278426384
291;MONUMENTO;1;BRONCE Y MARMOL;JUAN BAUTISTA ALBERDI;ARRIGUTTI.M CORVO,C.;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
293;FUENTE;2;MAMPOSTERIA Y LAJAS;MOTIVO DECORATIVO;DIRECCION DE PASEOS;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
294;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA LA AGRICULTURA;D.G.O.M;BIBLIOTECA EL PROGRESO;BIBLIOTECA EL PROGRESO;RIESTRA AV. 5655;RIESTRA AV.;5655;VILLA LUGANO;COMUNA 8;1439;C1439BYH;-34.67680478758708;-58.474957215678586
297;GRUPO ESCULTORICO;1;MARMOL;CAZADOR DE AGUILAS;GUILLOT, ANTONIO;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
298;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A DOMINGO F. SARMIENTO;D.G.O.M;PARQUE CHACABUCO;PARQUE CHACABUCO;PERON, EVA AV. 1410;PERON, EVA AV.;1410;PARQUE CHACABUCO;COMUNA 7;1406;C1406HMP;-34.632902763217736;-58.44476251965362
299;MONUMENTO;1;GRANITO Y BRONCE;GRL. JOSE ANTONIO PAEZ;RUS;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
304;PLACA;1;ANTIMONIO;NOMENCLATURA DE PARQUE;D.G.O.M.;PARQUE AVELLANEDA;PARQUE AVELLANEDA;DIRECTORIO AV. Y LACARRA;DIRECTORIO AV.;;PARQUE AVELLANEDA;COMUNA 9;;;-34.6412975520066;-58.47992772490574
307;FUENTE;1;BRONCE Y PIEDRA;LAS TARASCAS;SANCHEZ MARTINEZ, S.;PLAZA DANTE;PLAZA DANTE;DEL LIBERTADOR AV. Y PUEYRREDON AV.;DEL LIBERTADOR AV.;;RECOLETA;COMUNA 2;;;-34.58475337564561;-58.391724851214896
308;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA DE LA BANDERA;PZTA DE LA BANDERA;JUSTO, JUAN B. AV. Y MELO, VIRREY;JUSTO, JUAN B. AV.;;VELEZ SARSFIELD;COMUNA 10;;;-34.62875294065485;-58.49366947292583
309;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA RICARDO GUTIERREZ;PZTA RICARDO GUTIERREZ;ESTADO PLURINACIONAL DE BOLIVIA Y SASTRE, MARCOS;ESTADO PLURINACIONAL DE BOLIVIA;;;COMUNA 11;;;-34.60117156541749;-58.48418557586219
311;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA CONSTANCIO C VIGIL;PZTA CONSTANCIO C VIGIL;PUEYRREDON, HONORIO, DR. AV. Y SUNCHALES;PUEYRREDON, HONORIO, DR. AV.;;VILLA CRESPO;COMUNA 15;;;-34.59862851269342;-58.452989904144054
314;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;;PLAZA DANTE;PLAZA DANTE;DEL LIBERTADOR AV. Y PUEYRREDON AV.;DEL LIBERTADOR AV.;;RECOLETA;COMUNA 2;;;-34.58475337564561;-58.391724851214896
316;ESTATUA;1;GRANITO;LA MEDITACION;LABOURDETTE, JUAN C.;PLAZA DE LA BANDERA;PLAZA DE LA BANDERA;JUSTO, JUAN B. AV. 7352;JUSTO, JUAN B. AV.;7352;VELEZ SARSFIELD;COMUNA 10;1407;C1407FAY;-34.62876187947622;-58.49368259383482
